Golden State Warriors,60,3243,5874,622,2652,1528,1371,756,2226,8960,3164,1785,487,457,885,1287
New York Knicks,65,2780,5162,1112,2648,1191,1756,874,2056,7899,2945,1583,702,303,813,1394
Charlotte Hornets,62,3456,5412,1171,2360,1585,1821,858,2013,7036,2558,1646,550,356,1045,1625
Milwaukee Bucks,81,2523,6011,1016,2725,1125,1367,822,2536,8321,3321,1984,633,475,927,1538
Houston Rockets,80,2599,5705,685,2462,1398,1306,717,1887,6653,2948,1882,512,569,1014,1062
Dallas Mavericks,75,2633,6804,995,2815,1118,1558,896,2498,7518,3100,1204,476,328,972,1379
LA Clippers,63,3369,6424,715,2503,1440,1518,871,2406,7489,3346,1418,541,251,837,1497
New Orleans Pelicans,72,2804,7000,1071,2991,1651,1569,554,2640,7673,3711,1834,603,318,1029,1247
Portland Trail Blazers,61,3389,5247,754,1921,1359,1933,869,2639,7728,3270,1632,768,393,879,1327
Washington Wizards,63,2645,6576,948,2961,1849,1526,564,2361,7921,3291,1360,711,508,1103,1083
San Antonio Spurs,60,3091,6681,1098,2864,1347,1558,575,2454,8242,3478,1998,620,444,1199,1548
Boston Celtics,63,2723,5078,996,2504,1079,1591,791,2277,8041,3779,1994,659,425,1076,1589
Phoenix Suns,76,3311,5118,873,2519,1472,1745,756,2542,6634,2548,1201,484,269,848,1493
Los Angeles Lakers,74,2558,5816,1034,2773,1625,1395,893,2491,8013,3839,1955,520,561,1185,1164
Minnesota Timberwolves,62,3456,6422,699,2367,1334,1659,797,2649,6777,2689,1434,564,560,998,1623
Toronto Raptors,70,3309,5082,808,2365,1695,1616,704,2098,6376,3842,1492,414,554,912,1573
Memphis Grizzlies,61,2535,5989,927,2682,1223,1658,698,2735,8887,3371,1795,546,456,898,1173
Miami Heat,74,3114,6462,1001,2923,1906,1595,877,1991,6095,3871,1875,567,249,803,1563
Atlanta Hawks,80,2957,5413,1067,2327,1194,1503,537,2165,7413,2756,1636,435,547,803,1240
Brooklyn Nets,80,3137,5842,602,2241,1165,1684,796,2146,8173,2519,1733,615,538,1173,1201
Utah Jazz,76,3199,5241,732,1874,1322,1339,824,2242,6134,3418,1639,408,267,1119,1009
Denver Nuggets,64,2615,6220,1032,2985,1179,1816,735,2545,8927,2646,1807,791,300,950,1240
Philadelphia 76ers,70,3020,6090,825,2710,1617,1354,765,2338,8280,2556,1970,793,456,909,1623
Oklahoma City Thunder,72,2823,6316,759,2937,1386,1347,535,1900,6592,3739,1621,599,427,952,1356
Sacramento Kings,60,3021,6324,687,2539,1376,1417,895,2252,6820,3202,1658,758,538,983,1090
Indiana Pacers,82,3107,6189,714,2731,1220,1528,541,2389,7872,2603,1838,506,393,947,1478
Orlando Magic,81,3498,5611,687,2998,1874,1937,759,1819,6835,3227,1204,745,468,1125,1323
Detroit Pistons,73,3429,6492,628,2956,1156,1729,708,2494,6776,2634,1875,717,525,819,1415
Cleveland Cavaliers,62,2579,6449,623,1911,1429,1943,763,2593,7376,3206,1224,655,225,878,1076
Chicago Bulls,68,2751,6594,1095,2112,1975,1364,894,2525,6008,2924,1643,653,431,1196,1662
Golden State Warriors,81,3427,5092,811,2440,1502,1339,875,2780,7494,2978,1451,435,345,1197,1691
New York Knicks,81,2554,5945,1029,2424,1288,1959,506,2098,8294,2798,1667,632,393,998,1646
Charlotte Hornets,79,3359,5043,1200,1946,1296,1696,738,1888,7450,3969,1381,469,309,1002,1098
